,portfolio_return,portfolio_equity
2026-04-27,-0.0047618406878786965,6237.763261289035
2026-04-28,0.0037705901342867934,6261.283309902067
2026-04-29,0.001291969560460754,6269.3726973478815
2026-04-30,-0.03314355234456029,6061.583415185775
2026-05-01,0.0001866856067546943,6062.715025563533
2026-05-04,-0.00019510896752652566,6061.532135494488
2026-05-05,-0.003529410171156342,6040.138502322683
2026-05-06,-0.02068528439355071,5915.196519625702
2026-05-07,0.01367571907564028,5996.091085505308
2026-05-08,-0.005278948564006461,5964.438029079828
2026-05-11,-0.014402112534936427,5878.537521377366
2026-05-12,-0.0037247050246715457,5856.641703133771
2026-05-13,-0.03805552461388735,5633.764130645444
2026-05-14,0.017006917971896806,5729.577095088346
2026-05-15,0.016814811542768714,5825.9188541620215
2026-05-18,0.028010076984382327,5989.103289771863
2026-05-19,0.0054093690692002564,6021.500559859802
2026-05-20,0.0063460172521125745,6059.713106296277
2026-05-21,-0.005624947694608274,6025.627537029028
2026-05-22,0.0040525911313402,6050.046941746352
2026-05-26,-0.009653460752047103,5991.643051046161
2026-05-27,-0.003595223145395644,5970.101757270092
2026-05-28,0.007176341310122807,6012.945245136426
2026-05-29,0.024854625592083672,6162.394747909992
2026-06-01,0.01997743064722472,6285.5035616071855
2026-06-02,-0.007100538075047966,6240.8731042471445
2026-06-03,-0.009713470576502887,6180.252566977352
2026-06-04,0.011149311434003394,6249.1581275873805
2026-06-05,0.0010625317378016859,6255.7980564324835
2026-06-08,-0.0031522490495586738,6236.078222954863
2026-06-09,-0.0033660817079569543,6215.087074119186
2026-06-10,-0.0029826290716153817,6196.549774729297
2026-06-11,-0.0014083696486920489,6187.822742099957
2026-06-12,-0.0013020906291985924,6179.7656360923265
2026-06-15,-0.010204982419270103,6116.701236420795
2026-06-16,0.0026021163932985728,6132.617604980996
2026-06-17,-0.009024799601903276,6077.271960060938
2026-06-18,-0.03736208771530557,5850.2123920193735
2026-06-22,0.006436677048220621,5887.868319850301
2026-06-23,0.014449931498367652,5972.947613743548
2026-06-24,0.007299196181776255,6016.5453301597345
2026-06-25,-0.0029098152747060032,5999.038294657075
2026-06-26,0.014760527666178469,6087.587265375824
2026-06-29,-0.03242259640081722,5890.21188041579
2026-06-30,-0.006641507864372268,5851.0919918891905
2026-07-01,0.03578004293439994,6060.444314572109
2026-07-02,0.03680534837767004,6283.501078893405
2026-07-06,0.0010271615106013723,6289.9552493534675
2026-07-07,0.019324642221844587,6411.506384138635
2026-07-08,-0.012895713211032,6328.825436558083
2026-07-09,0.00901385403717346,6385.872545269967
2026-07-10,-0.0012792298476135555,6377.703546507002
2026-07-13,0.024177876841348568,6531.90287738508
2026-07-14,-0.018501254112846924,6411.054482410143
2026-07-15,-0.00415073260501654,6384.443909537465
2026-07-16,0.03716129778684232,6621.698130863178
2026-07-17,0.0018416784565836036,6633.893169656788
2026-07-20,-0.0009316403460783104,6627.712767128363
2026-07-21,-0.0028718498617040502,6608.678971134672
2026-07-22,0.0009831576848874802,6615.176344652097
2026-07-23,0.010542798018857423,6684.918812712888
2026-07-24,0.008308827065882733,6740.462647077185
2026-07-27,-0.00595240378349626,6700.340691714207
2026-07-28,-0.004105393150121832,6672.833158934961
2026-07-29,0.003203664759956101,6694.210679375307
2026-07-30,0.007572617023639361,6744.903373125773
2026-07-31,-0.002329466802631536,6729.191344631119
2026-08-03,-0.007514448974162101,6678.625179634515
2026-08-04,0.004887683949746488,6711.268188731387
2026-08-05,-9.823104786166e-05,6710.6089338247275
2026-08-06,-0.0022652296942864353,6695.407863201084
2026-08-07,0.0017992216825100413,6707.454386201804
2026-08-10,0.0018553204165994014,6719.898863267932
2026-08-11,-0.0020221686941851876,6706.310094158542
2026-08-12,-0.004609330028676568,6675.39849765992
2026-08-13,0.001763798968423952,6687.172558643912
2026-08-14,-0.00028561372751614264,6685.2626103628945
2026-08-17,0.00037042957650974644,6687.739029360507
2026-08-18,-0.002561443979617952,6670.608760486495
2026-08-19,-0.0004190221777602865,6667.813627476689
2026-08-20,-0.0018895348397265587,6655.2145613227685
2026-08-21,-0.0034559088984712277,6632.214746099057
2026-08-24,-0.000697721899848798,6627.587304626203
2026-08-25,-0.0026620392357459177,6609.944407182958
2026-08-26,0.003341417705553347,6632.030992457841
2026-08-27,0.0032739388844538176,6653.743856606951
2026-08-28,0.0007015404882562172,6658.411727320848
