,price_a,price_b,spread,zscore,position,hedge_ratio,raw_position,tradable_position,return_a,return_b,gross_strategy_return,transaction_cost,strategy_return,equity
2024-02-06,347.9989013671875,144.13919067382812,1.677872928905133,1.0937624746010932,0,0.8397730071870813,0,0.0,-0.015229057649271072,0.0033121185259203934,-0.0,0.0,-0.0,10000.0
2024-02-07,349.85955810546875,145.39804077148438,1.675903040639863,1.0335377239938042,0,0.8397730071870813,0,0.0,0.005346731644758851,0.008733572679098023,-0.0,0.0,-0.0,10000.0
2024-02-08,351.60577392578125,145.93333435058594,1.67779580790069,1.0466132105857622,0,0.8397730071870813,0,0.0,0.004991190836027171,0.0036815735360757884,0.0,0.0,0.0,10000.0
2024-02-09,354.649658203125,148.90713500976562,1.66947494261293,0.866288225729562,0,0.8397730071870813,0,0.0,0.00865709411810256,0.02037780245626064,-0.0,0.0,-0.0,10000.0
2024-02-12,350.60382080078125,147.4301300048828,1.6663726561915144,0.7877134953254401,0,0.8397730071870813,0,0.0,-0.011407983368269647,-0.009918967313325533,-0.0,0.0,-0.0,10000.0
2024-02-13,346.1954345703125,145.09075927734375,1.6671513231865474,0.7843000933268756,0,0.8397730071870813,0,0.0,-0.012573697058976596,-0.015867656953579168,0.0,0.0,0.0,10000.0
2024-02-14,353.9912414550781,145.85401916503906,1.685013934654588,1.1089934516470956,0,0.8397730071870813,0,0.0,0.022518514417850577,0.005260568567542867,0.0,0.0,0.0,10000.0
2024-02-15,354.49700927734375,142.6820068359375,1.704906456638854,1.4653623775865041,0,0.8397730071870813,0,0.0,0.00142875801160125,-0.02174785684522218,0.0,0.0,0.0,10000.0
2024-02-16,352.5599670410156,140.52105712890625,1.7122431133328373,1.5738709949231016,0,0.8397730071870813,0,0.0,-0.005464199092333311,-0.015145215258403288,0.0,0.0,0.0,10000.0
2024-02-20,346.3289794921875,140.9572296142578,1.6918089282031934,1.1508811398738643,0,0.8397730071870813,0,0.0,-0.01767355381021818,0.003103965300740974,-0.0,0.0,-0.0,10000.0
2024-02-21,344.3824462890625,142.5828857421875,1.6765429419216833,0.8328466935384206,0,0.8397730071870813,0,0.0,-0.005620474515240281,0.01153297445174295,-0.0,0.0,-0.0,10000.0
2024-02-22,354.30615234375,144.04995727539062,1.69635502859812,1.2156041136402596,0,0.8397730071870813,0,0.0,0.028815946229610923,0.010289254040318774,0.0,0.0,0.0,10000.0
2024-02-23,360.0409851074219,144.02023315429688,1.7125848261970917,1.5301634719810628,0,0.8397730071870813,0,0.0,0.016186094217488733,-0.00020634592092882986,0.0,0.0,0.0,10000.0
2024-02-26,360.1935729980469,137.53738403320312,1.7516868368763436,2.294151041563655,-1,0.8397730071870813,-1,0.0,0.0004238070023596663,-0.045013460811081374,0.0,0.0,0.0,10000.0
2024-02-27,360.6039123535156,138.87557983398438,1.7446941716548752,2.108817349663585,-1,0.8397730071870813,-1,-1.0,0.0011392189817638343,0.009729687751354854,0.007031510160182742,0.0018397730071870813,0.0051917371529956605,10051.917371529957
2024-02-28,360.7184448242187,136.22889709472656,1.7611705500828512,2.4008858026579087,-1,0.8397730071870813,-1,-1.0,0.00031761294533816375,-0.01905794195366617,-0.01632195817056524,0.0,-0.01632195817056524,9887.850396657866
2024-02-29,357.6172790527344,138.55838012695312,1.7382976560773358,1.9033705487076444,-1,0.8397730071870813,-1,-1.0,-0.008597192120285202,0.017099771648351192,0.022957118779633474,0.0,0.022957118779633474,10114.84695268919
2024-03-01,363.5428466796875,136.87322998046875,1.7650074109445901,2.4355855056292945,-1,0.8397730071870813,-1,-1.0,0.016569578636269844,-0.01216202257084964,-0.026782916904069403,0.0,-0.026782916904069403,9843.941847257935
2024-03-04,366.1383056640625,133.0271453857422,1.7960565720243142,3.040801102751052,-1,0.8397730071870813,-1,-1.0,0.007139348244862731,-0.028099611554979642,-0.03073664354117684,0.0,-0.03073664354117684,9541.372115658694
2024-03-05,359.6211242675781,132.61080932617188,1.7807288356682722,2.7139671640934977,-1,0.8397730071870813,-1,-1.0,-0.017799780289757483,-0.00312970753723274,0.015171536379599471,0.0,0.015171536379599471,9686.129389822705
2024-03-06,363.3901672363281,131.40145874023438,1.7988483729233815,2.9651225317001884,-1,0.8397730071870813,-1,-1.0,0.010480593920688674,-0.009119547585015986,-0.018138943820343235,0.0,-0.018138943820343235,9510.433232984136
2024-03-07,369.1918029785156,134.05804443359375,1.7978789591998163,2.7996672544437318,-1,0.8397730071870813,-1,-1.0,0.01596530744436575,0.020217322690542883,0.0010126544287430601,0.0,0.0010126544287430601,9520.064015316782
2024-03-08,360.85205078125,135.09886169433594,1.7685359427925835,2.1265376645766856,-1,0.8397730071870813,-1,-1.0,-0.02258921278853787,0.00776392990916519,0.029109151555947246,0.0,0.029109151555947246,9797.185001560956
2024-03-11,356.1286926269531,137.72572326660156,1.7391882375523808,1.4972845257458025,-1,0.8397730071870813,-1,-1.0,-0.013089459084604682,0.019443994859179137,0.029418001119227693,0.0,0.029418001119227693,10085.398600902157
2024-03-12,363.0562438964844,138.39976501464844,1.7543539418519005,1.7640490111209357,-1,0.8397730071870813,-1,-1.0,0.019452381717492973,0.0048940875535798956,-0.015342459095186318,0.0,-0.015342459095186318,9930.663785409168
2024-03-13,361.3768005371094,139.5397186279297,1.742828755630697,1.4955331967432564,-1,0.8397730071870813,-1,-1.0,-0.004625848990642445,0.00823667304030895,0.011542784678919452,0.0,0.011542784678919452,10045.29129920289
2024-03-14,360.89019775390625,143.07850646972656,1.720449885603605,1.0135838987258785,-1,0.8397730071870813,-1,-1.0,-0.0013465246869193148,0.025360434122937647,0.022643532713908534,0.0,0.022643532713908534,10272.75218135713
2024-03-15,357.4455261230469,140.927490234375,1.7235799684730777,1.0546545243047496,-1,0.8397730071870813,-1,-1.0,-0.009544929877004615,-0.015033818065515625,-0.00308006472937691,0.0,-0.00308006472937691,10241.111439689701
2024-03-18,355.6038818359375,147.1823272705078,1.6819458961612712,0.1800539974709937,0,0.8397730071870813,0,-1.0,-0.005152237620888345,0.04438337066622311,0.042424194274361414,0.0,0.042424194274361414,10675.582340992481
2024-03-19,360.7661437988281,146.6272430419922,1.6995315353842546,0.530291449236547,0,0.8397730071870813,0,0.0,0.014516888669039663,-0.0037714054316821954,0.0,0.0018397730071870813,-0.0018397730071870813,10655.94169276552
2024-03-20,363.0180969238281,148.37184143066406,1.6958214731047283,0.43621683177410325,0,0.8397730071870813,0,0.0,0.0062421409650228465,0.011898187215947598,-0.0,0.0,-0.0,10655.94169276552
2024-03-21,329.2296142578125,147.4400634765625,1.6034146289960658,-1.5235524956313122,0,0.8397730071870813,0,0.0,-0.0930765792458701,-0.006280018803547671,-0.0,0.0,-0.0,10655.94169276552
2024-03-22,322.04449462890625,150.44358825683594,1.5644136911060027,-2.293451878825834,1,0.8397730071870813,1,0.0,-0.021824038050476613,0.020371157672153917,-0.0,0.0,-0.0,10655.94169276552
2024-03-25,318.532958984375,149.8289794921875,1.556887684986493,-2.391692042570876,1,0.8397730071870813,1,1.0,-0.010903883479137289,-0.00408531045935423,-0.0074731500293925505,0.0018397730071870813,-0.009312923036579632,10556.703727898515
