date,portfolio_return,portfolio_equity
2022-10-10,-0.0003377182415666698,11232.66780322846
2022-10-11,0.0,11232.66780322846
2022-10-12,0.0,11232.66780322846
2022-10-13,0.0,11232.66780322846
2022-10-14,0.0,11232.66780322846
2022-10-17,0.0,11232.66780322846
2022-10-18,0.013679820514855633,11386.328682679623
2022-10-19,0.010359497422275241,11504.285325317021
2022-10-20,-0.0002953374157365671,11500.887679419146
2022-10-21,0.0,11500.887679419146
2022-10-24,0.0,11500.887679419146
2022-10-25,0.0,11500.887679419146
2022-10-26,0.0,11500.887679419146
2022-10-27,0.0,11500.887679419146
2022-10-28,0.0,11500.887679419146
2022-10-31,0.015959412568793553,11684.43509080235
2022-11-01,-0.005898687406656587,11615.512260678337
2022-11-02,0.010031633872216247,11732.0348269157
2022-11-03,-0.0015234284371186838,11714.16191143511
2022-11-04,-0.004371327108798103,11662.955477914806
2022-11-07,0.01396434602482591,11825.821023880548
2022-11-08,-0.0008870387219199275,11815.331062713869
2022-11-09,0.003385133524184033,11855.327535993596
2022-11-10,-0.001188631987302894,11841.235914464361
2022-11-11,-0.0005569040693716514,11834.641481997205
2022-11-14,0.012743423095917953,11985.4553255908
2022-11-15,-0.005075163818649722,11924.627176372318
2022-11-16,0.017465807497662925,12132.900419116237
2022-11-17,0.013844219916179533,12300.870960739587
2022-11-18,-0.0065692522560547575,12220.06343642931
2022-11-21,0.0015759534838982899,12239.321687975409
2022-11-22,0.00483809048128929,12298.536633731439
2022-11-23,0.015027246168152332,12483.349771234562
2022-11-24,-0.002706293376838228,12449.566164427913
2022-11-25,-0.004625283421474767,12391.983392443033
2022-11-28,0.012789425238882263,12550.469737602154
2022-11-29,-0.0002953374157365671,12546.763114303569
2022-11-30,0.0,12546.763114303569
2022-12-01,0.0,12546.763114303569
2022-12-02,0.0,12546.763114303569
2022-12-05,0.0,12546.763114303569
2022-12-06,0.0,12546.763114303569
2022-12-07,0.0,12546.763114303569
2022-12-08,0.0,12546.763114303569
2022-12-09,-0.007648883556525232,12450.794384230954
2022-12-12,0.008341038692221282,12554.646941938716
2022-12-13,-0.001767552983030393,12532.455938285599
2022-12-14,-0.00661047266977997,12449.610480820338
2022-12-15,-0.0010966799265475999,12435.957242912687
2022-12-16,-0.01435245550655592,12257.47071990235
2022-12-19,0.0050304184155765645,12319.130926340136
2022-12-20,0.0165857275140853,12523.452675094755
2022-12-21,-0.03759517166818916,12052.631321896126
2022-12-22,0.03552647476947878,12480.818824459298
2022-12-23,0.0021813865236906364,12508.044314447598
2022-12-26,0.025932811934517606,12832.41307532278
2022-12-27,-0.0006330556573032369,12824.289443628593
2022-12-28,0.0,12824.289443628593
2022-12-29,0.0,12824.289443628593
2022-12-30,0.0,12824.289443628593
2023-01-02,-0.004496362903431896,12766.626784311387
2023-01-03,0.00290082910260474,12803.66058682941
2023-01-04,-0.004660604713499488,12743.987785948386
2023-01-05,0.02246552584848574,13030.288172966395
2023-01-06,-0.01757535916416669,12801.276178313918
2023-01-09,0.018540467527527364,13038.617823608858
2023-01-10,-0.01487971878327439,12844.606857070969
2023-01-11,0.03115796192682292,13244.818628488594
2023-01-12,0.007833846003017796,13348.576497962076
2023-01-13,-0.004451709128134152,13289.1525181185
2023-01-16,0.004483056321684669,13348.728537324683
2023-01-17,-0.0005179881644021062,13341.814053932532
2023-01-18,0.009531058395355995,13468.975662780545
2023-01-19,0.004418565774405302,13528.489217660404
2023-01-20,0.003035878529085796,13569.56006760727
2023-01-23,-0.012521354323310875,13399.650797989309
2023-01-24,-0.00021324066813822496,13396.793447500326
2023-01-25,-0.002392888017915818,13364.73642098131
2023-01-26,0.009191639551903849,13487.58026086917
2023-01-27,-0.022598591891923092,13182.77993894423
2023-01-30,0.04176276182742694,13733.329237757738
2023-01-31,-0.002857590568785057,13694.0850056499
2023-02-01,0.004086592335695096,13750.047148478348
2023-02-02,0.015976812576021775,13969.72907468105
2023-02-03,0.007813672304141166,14078.883959848241
2023-02-06,-0.0002953374157365671,14074.725938643081
2023-02-07,0.0,14074.725938643081
2023-02-08,0.0,14074.725938643081
2023-02-09,0.0,14074.725938643081
2023-02-10,0.0,14074.725938643081
2023-02-13,0.0,14074.725938643081
2023-02-14,0.0,14074.725938643081
2023-02-15,0.0,14074.725938643081
2023-02-16,0.0,14074.725938643081
2023-02-17,0.0,14074.725938643081
2023-02-20,-0.00969251288487802,13938.306476131656
2023-02-21,0.01646119324747664,14167.747632577817
2023-02-22,-0.016306666010240705,13936.718903815992
2023-02-23,0.006412516684155524,14026.088346309098
2023-02-24,-0.0032510157769088887,13980.48931180693
2023-02-27,-0.007976227497212314,13868.977748533613
2023-02-28,-0.009485421698081397,13737.424646067464
2023-03-01,0.02111803332454552,14027.53203753655
2023-03-02,0.009634750464397263,14162.683808349551
2023-03-03,-0.02209826628235005,13849.713050279917
2023-03-06,0.02040677507114518,14132.341029296884
2023-03-07,-0.017635211287942792,13883.114209251971
2023-03-08,0.041749936652570464,14462.733348028642
2023-03-09,0.008469696314422915,14585.22830736292
2023-03-10,-0.004306782714132074,14522.4128982071
2023-03-13,0.026753299524975804,14910.935360298205
2023-03-14,0.0035109303321261055,14963.286615535048
2023-03-15,-0.0001616873078252352,14960.867242005965
2023-03-16,0.002445440456887567,14997.453152029691
2023-03-17,-0.01199527496805415,14817.554577650584
2023-03-20,0.0002739240746706586,14821.61346257715
2023-03-21,0.0004104315416926881,14827.696720240969
2023-03-22,-0.019612863085604455,14536.883134592015
2023-03-23,-0.00504611336476728,14463.528374324493
2023-03-24,0.0022547962559639964,14496.14068395095
2023-03-27,-0.0061964888089492505,14406.315510429893
2023-03-28,0.024989169610043976,14766.317372175832
2023-03-29,-0.007054992390150277,14662.141115484588
2023-03-30,-0.011688465907900005,14490.763178919427
2023-03-31,0.009727888817220216,14631.727712000626
2023-04-03,0.018714332392597125,14905.55072788098
2023-04-04,-0.01495280224627577,14682.670975475143
2023-04-05,-0.0034119568363703986,14632.574335864192
2023-04-06,0.00046572307437177125,14639.389063369865
2023-04-07,-0.019715223029353527,14350.770242972048
2023-04-10,0.013335447096147713,14542.144180336174
2023-04-11,-0.014234578041829933,14335.142894105635
2023-04-12,-0.005586028197016258,14255.066381690904
2023-04-13,0.02599766773476475,14625.664861019119
2023-04-14,-0.017224107278947094,14373.750840427
2023-04-17,0.04641863625840185,15040.960752357678
2023-04-18,-0.0456224261699113,14354.755630908707
2023-04-19,-0.019073274514685306,14080.96343616916
2023-04-20,0.061433642248956616,14946.008306427415
2023-04-21,0.011980974737295947,15125.076054370134
2023-04-24,-0.02542097161130456,14740.581925373172
2023-04-25,-0.012265857641420042,14559.776045924853
2023-04-26,0.044259320155084915,15204.181835327778
2023-04-27,0.005116565685047633,15281.97503037564
2023-04-28,-0.02666889913878079,14874.421579649184
2023-05-01,-0.004989481525828542,14800.205927970139
2023-05-02,0.037300152485211145,15352.255865895952
2023-05-03,-0.007795812964983699,15232.572550574854
2023-05-04,0.003550568588534296,15286.656844195495
2023-05-05,0.021321505380789054,15612.591380353284
2023-05-08,-0.0005989047606354121,15603.240925049735
2023-05-09,0.0,15603.240925049735
2023-05-10,0.0,15603.240925049735
2023-05-11,0.0,15603.240925049735
2023-05-12,0.0,15603.240925049735
2023-05-15,0.0,15603.240925049735
2023-05-16,0.026552968808131686,16017.553294638343
2023-05-17,0.012611110464427486,16219.552428606883
2023-05-18,0.0033127380536409155,16273.283557150151
2023-05-19,-0.0002953374157365671,16268.477447638834
2023-05-22,0.0,16268.477447638834
2023-05-23,0.0,16268.477447638834
2023-05-24,0.0,16268.477447638834
2023-05-25,0.01263202710719225,16473.981295750153
2023-05-26,-0.005534007571544119,16382.814158525996
2023-05-29,-0.03270558355699447,15847.00466116561
2023-05-30,0.022105828942891554,16197.315835462543
2023-05-31,0.003959671128359227,16261.451879333137
2023-06-01,0.03199905000065501,16781.802891103165
2023-06-02,0.009836807066409358,16946.88224836946
2023-06-05,-0.005241644813488845,16858.052710927488
2023-06-06,-0.0011507967571113419,16838.65251853654
2023-06-07,-0.02480095619443384,16421.037835051022
2023-06-08,0.027613847234838427,16874.485865265622
2023-06-09,0.007568567031290166,17002.201542655443
2023-06-12,0.0021252276155403448,17038.335090898876
2023-06-13,0.004848508410454759,17120.945601887248
